,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
240,Citco,3.2,(255 Reviews),Private,Cayman Islands + 4 more,6,1k-5k Employees (India)
241,Shivalik Small F...,3.9,(255 Reviews),Private,"Noida,Uttar Pradesh + 20 more",25,201-500 Employees (India)
242,Reliance Home Fi...,4.6,(252 Reviews),Public,"Mumbai,Maharashtra + 44 more",14,501-1k Employees (India)
243,Essel Group,4.0,(1.6k Reviews),Private,Mumbai + 34 more,96,10k-50k Employees (India)
244,Wipro Digital,3.8,(250 Reviews),Private,"Brooklyn,New York + 13 more",7,1k-5k Employees (India)
245,Manipal Technolo...,3.7,(249 Reviews),Private,"Manipal,Karnataka + 37 more",81,1k-5k Employees (India)
246,Karvy Financial ...,3.6,(898 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 34 more",41,51-200 Employees (India)
247,C-Edge Technolog...,3.9,(244 Reviews),Private,Thane + 15 more,16,501-1k Employees (India)
248,Alankit,3.0,(240 Reviews),Public,"Delhi/NCR,New Delhi + 29 more",31,1k-5k Employees (India)
249,North East Small...,4.1,(239 Reviews),Private,"Guwahati,Assam + 43 more",6,1k-5k Employees (India)
250,South Indian Ban...,3.8,(238 Reviews),Public,"Thrissur/Trichur,Kerala + 46 more",93,1k-5k Employees (India)
251,Blackrock,4.1,(238 Reviews),Private,"New York City,New York + 7 more",18,1k-5k Employees (India)
252,Five-star Busine...,4.3,(236 Reviews),Public,"Chennai,Tamil Nadu + 101 more",38,1k-5k Employees (India)
253,Liberty General ...,4.1,(235 Reviews),Private,"Mumbai,Maharashtra + 57 more",9,1k-5k Employees (India)
254,Insolutions Glob...,3.8,(235 Reviews),Private,Mumbai + 13 more,18,1k-5k Employees (India)
255,Ventura Securiti...,4.1,(233 Reviews),Public,Thane + 35 more,28,1k-5k Employees (India)
256,Veritas Finance,4.2,(233 Reviews),Private,"Chennai,Tamil Nadu + 90 more",7,1k-5k Employees (India)
257,SBI Mutual Fund,4.0,(232 Reviews),Private,"Mumbai,Maharashtra + 92 more",35,1k-5k Employees (India)
258,Shriram Group,4.1,(7.1k Reviews),Private,"Chennai,Tamil Nadu + 99 more",48,50k-1 Lakh Employees (India)
259,Collegedunia,3.3,(223 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",8,1k-5k Employees (India)
260,Worldline Global...,3.9,(220 Reviews),Private,"Bezons,Val Doise + 20 more",48,1k-5k Employees (India)
261,Indostar Capital...,4.1,(218 Reviews),Public,"Mumbai,Maharashtra + 100 more",11,501-1k Employees (India)
262,Syndicate Bank,4.1,(216 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 55 more",97,10k-50k Employees (India)
263,UCO Bank,4.0,(216 Reviews),Public,"Kolkata,West Bengal + 67 more",79,5k-10k Employees (India)
264,ManipalCigna Hea...,4.1,(216 Reviews),JV,"Mumbai,Maharashtra + 65 more",10,1k-5k Employees (India)
265,PayU Payments,4.2,(219 Reviews),Private,Amsterdam + 10 more,20,1k-5k Employees (India)
266,NeoGrowth Credit,3.8,(213 Reviews),Private,"Mumbai,Maharashtra + 23 more",9,501-1k Employees (India)
267,Mahindra Insuran...,4.1,(213 Reviews),Private,Mumbai + 64 more,18,1k-5k Employees (India)
268,Go First,3.3,(211 Reviews),Public,"Mumbai,Maharashtra + 25 more",17,1k-5k Employees (India)
269,METRO Global Bus...,4.3,(211 Reviews),Public,Pune + 1 more,11,201-500 Employees (India)
270,Yodlee,3.8,(210 Reviews),Private,"Redwood City,San Francisco + 3 more",23,1k-5k Employees (India)
271,Indian Overseas ...,3.7,(209 Reviews),Private,"Chennai,Tamil Nadu + 57 more",85,10k-50k Employees (India)
272,Muthoot Pappacha...,4.0,(3.2k Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 61 more",135,10k-50k Employees (India)
273,Orix Auto Infras...,4.3,(208 Reviews),Public,"Mumbai,Maharashtra + 16 more",27,201-500 Employees (India)
274,Reliance Money,4.4,(208 Reviews),Private,"Mumbai,Maharashtra + 41 more",16,51-200 Employees (India)
275,Tube Investments...,4.2,(380 Reviews),Public,Chennai + 27 more,63,1k-5k Employees (India)
276,Aabasoft,4.4,(204 Reviews),Private,"Kochi/Cochin,Kerala + 3 more",20,501-1k Employees (India)
277,Gallagher Offsho...,3.9,(204 Reviews),Private,Pune + 4 more,16,11-50 Employees (India)
278,Religare,3.9,(1.6k Reviews),Public,"New Delhi,Delhi + 54 more",38,10k-50k Employees (India)
279,Uae Exchange & F...,4.0,(201 Reviews),Private,Abu Dhabi + 65 more,42,501-1k Employees (India)
280,National Stock E...,3.5,(201 Reviews),Private,"Mumbai,Maharashtra + 22 more",30,501-1k Employees (India)
281,Aegon Life Insur...,3.9,(198 Reviews),Private,Mumbai + 32 more,15,1k-5k Employees (India)
282,National Payment...,3.4,(197 Reviews),Private,"Mumbai,Maharashtra + 8 more",17,501-1k Employees (India)
283,Shriram Chits,3.9,(197 Reviews),Private,"Mumbai,Maharashtra + 67 more",48,1k-5k Employees (India)
284,Magma HDI Genera...,4.1,(197 Reviews),JV,"Mumbai,Maharashtra + 59 more",10,1k-5k Employees (India)
285,Moody's Analytic...,3.9,(197 Reviews),Private,"New York,New York + 4 more",15,501-1k Employees (India)
286,Indian Bank,3.7,(198 Reviews),Private,Chennai + 47 more,115,10k-50k Employees (India)
287,Invesco,4.1,(194 Reviews),Private,"Atlanta,Atlanta + 4 more",87,1k-5k Employees (India)
288,Capital Small Fi...,4.1,(194 Reviews),Jalandhar + 37 more,23,1k-5k Employees (India),
289,AYN InfoTech,4.8,(194 Reviews),Public,"Bengaluru/Bangalore,Karnataka + 12 more",13,51-200 Employees (India)
290,Resurgent India,4.7,(193 Reviews),Private,Gurgaon + 9 more,17,201-500 Employees (India)
291,IVTL Infoview Te...,3.3,(191 Reviews),Private,"Chennai,Tamil Nadu + 1 more",22,51-200 Employees (India)
292,Tradebulls,2.9,(191 Reviews),Private,"Mumbai,Maharashtra + 14 more",13,11-50 Employees (India)
293,Bluechip Corpora...,4.2,(190 Reviews),Private,"Mumbai,Maharashtra + 61 more",26,201-500 Employees (India)
294,Metric Stream In...,3.3,(189 Reviews),Private,"San Jose,California + 1 more",23,1k-5k Employees (India)
295,Bank of Maharash...,3.6,(188 Reviews),Private,Pune + 44 more,87,10k-50k Employees (India)
296,LendingKart,3.5,(188 Reviews),Public,"Ahmedabad,Gujarat + 19 more",8,201-500 Employees (India)
297,DBOI Global Serv...,4.4,(187 Reviews),Private,"Mumbai,Maharashtra + 5 more",42,51-200 Employees (India)
298,Macquarie Group,3.9,(186 Reviews),Private,Sydney + 7 more,53,51-200 Employees (India)
299,Allahabad Bank,4.1,(185 Reviews),Private,"Chennai,Tamil Nadu + 49 more",157,10k-50k Employees (India)
300,Sequential Techn...,3.9,(185 Reviews),Private,Windermere + 4 more,6,501-1k Employees (India)
301,Aptus Value Hous...,4.3,(184 Reviews),Private,"Chennai,Tamil Nadu + 77 more",13,1k-5k Employees (India)
302,ANZ Operations &...,4.4,(180 Reviews),Melbourne + 2 more,33,1k-5k Employees (India),
303,Equiniti,3.5,(180 Reviews),Public,London + 1 more,17,201-500 Employees (India)
304,Personiv,3.5,(179 Reviews),Private,"Austin,Texas + 3 more",37,1k-5k Employees (India)
305,PhyCARE Solution...,3.8,(177 Reviews),Private,"Bronx,New York + 3 more",22,501-1k Employees (India)
306,OnePlus,4.0,(177 Reviews),Public,"Shenzhen,Guangdong + 32 more",9,1k-5k Employees (India)
307,Taraashna Financ...,4.1,(176 Reviews),Private,Gurgaon + 45 more,10,51-200 Employees (India)
308,Berkadia,4.3,(176 Reviews),Private,"New York,New York + 1 more",13,1k-5k Employees (India)
309,Anand Rathi Glob...,3.7,(176 Reviews),Private,Mumbai + 33 more,40,51-200 Employees (India)
310,SVC Co-Operative...,4.0,(176 Reviews),Private,"Mumbai,Maharashtra + 26 more",116,1k-5k Employees (India)
311,NetAmbit Infosou...,3.4,(176 Reviews),Private,Noida + 24 more,22,1k-5k Employees (India)
312,Allianz,4.3,(1.1k Reviews),Private,Munich + 10 more,132,10k-50k Employees (India)
313,VSoft Technologi...,3.5,(175 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",18,201-500 Employees (India)
314,Mahendra NextWea...,3.8,(174 Reviews),Salem + 8 more,13,1k-5k Employees (India),
315,STAR,3.8,(242 Reviews),"Mumbai,Maharashtra + 25 more",28,1k-5k Employees (India),
316,Belstar Investme...,4.1,(173 Reviews),Private,"Chennai,Tamil Nadu + 66 more",34,201-500 Employees (India)
317,Hinduja Group,3.9,(17.1k Reviews),Public,Mumbai + 51 more,108,1 Lakh+ Employees (India)
318,PC Financial Ser...,3.7,(171 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",27,201-500 Employees (India)
319,CARE Ratings,3.1,(170 Reviews),Public,Mumbai + 14 more,29,501-1k Employees (India)
320,MMC Infotech Ser...,3.4,(170 Reviews),Private,"Chennai,Tamil Nadu + 2 more",32,201-500 Employees (India)
321,HDFC Mutual Fund,3.9,(169 Reviews),"Mumbai,Maharashtra + 60 more",23,1k-5k Employees (India),
322,Radiant Cash Man...,3.7,(169 Reviews),Private,"Chennai,Tamil Nadu + 36 more",17,5k-10k Employees (India)
323,Kogta Financial,4.3,(169 Reviews),Public,"Jaipur,Rajasthan + 56 more",26,1k-5k Employees (India)
324,Biz 2 Credit Inf...,4.4,(169 Reviews),Private,"New York,New York + 1 more",15,201-500 Employees (India)
325,United India Ins...,4.2,(168 Reviews),Public,"Chennai,Tamil Nadu + 67 more",84,10k-50k Employees (India)
326,Mobikwik,3.7,(168 Reviews),Private,"Gurgaon,Haryana + 13 more",13,201-500 Employees (India)
327,New Opportunity ...,4.3,(168 Reviews),Private,Navi Mumbai + 62 more,7,201-500 Employees (India)
328,Andromeda Sales ...,3.2,(168 Reviews),Private,"Mumbai,Maharashtra + 34 more",31,1k-5k Employees (India)
329,Srei Sahaj e-Vil...,4.0,(167 Reviews),Private,"Kolkata,West Bengal + 32 more",14,201-500 Employees (Global)
330,T R Chadha & Co ...,3.7,(167 Reviews),LLP,"Delhi/NCR,Delhi + 10 more",76,51-200 Employees (India)
331,The Institute Of...,4.1,(167 Reviews),New Delhi + 52 more,73,51-200 Employees (India),
332,National Insuran...,4.1,(167 Reviews),Private,"Kolkata,West Bengal + 55 more",116,50k-1 Lakh Employees (India)
333,GE Capital,4.4,(166 Reviews),Private,Norwalk + 10 more,90,10k-50k Employees (India)
334,Invensis Technol...,3.6,(166 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",22,1k-5k Employees (India)
335,Sonata Finance,4.2,(165 Reviews),Private,"Allahabad/Prayagraj,Uttar Pradesh + 43 more",27,51-200 Employees (India)
336,H&R Block,4.4,(164 Reviews),Private,"Kansas City,Missouri + 5 more",67,201-500 Employees (India)
337,Turtlemint,3.9,(164 Reviews),"Mumbai,Maharashtra + 35 more",7,1k-5k Employees (India),
338,RSM India,3.3,(163 Reviews),Private,London + 17 more,58,1k-5k Employees (India)
339,Nippon India Mut...,4.5,(163 Reviews),JV,"Mumbai,Maharashtra + 65 more",27,1k-5k Employees (India)
340,Wishfin,3.8,(162 Reviews),Private,"Noida,Uttar Pradesh + 7 more",6,501-1k Employees (India)
341,Silverskills,3.5,(161 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",21,201-500 Employees (India)
342,Apex Group,3.4,(160 Reviews),Hamilton + 8 more,501-1k Employees (India),,
343,University of Pe...,4.2,(160 Reviews),Private,"Dehradun,Uttarakhand + 7 more",19,501-1k Employees (India)
344,Hexagon Capabili...,4.1,(158 Reviews),Stockholm + 2 more,35,1k-5k Employees (India),
345,Hindustan Field ...,4.5,(156 Reviews),Private,"Johannesburg,Gauteng + 38 more",501-1k Employees (India),
346,Bnp Paribas Secu...,3.9,(155 Reviews),Private,Pantin + 5 more,174,10k-50k Employees (India)
347,UAE Exchange,4.0,(355 Reviews),Public,"Abu Dhabi,Abu Dhabi + 37 more",27,1-10 Employees (India)
348,Plada Infotech S...,3.6,(154 Reviews),Private,"Mumbai,Maharashtra + 30 more",12,11-50 Employees (India)
349,TJSB Sahakari Ba...,4.1,(154 Reviews),Private,Thane + 25 more,50,1k-5k Employees (India)
350,The Saraswat Co-...,3.9,(197 Reviews),Public,"Mumbai,Maharashtra + 20 more",104,1k-5k Employees (India)
351,The Co-operative...,3.8,(153 Reviews),"Manchester,Greater Manchester + 72 more",150,201-500 Employees (India),
352,Weizmann Forex,3.7,(152 Reviews),Public,"Mumbai,Maharashtra + 35 more",29,201-500 Employees (India)
353,CignaTTk Health ...,3.8,(150 Reviews),Private,"Mumbai,Maharashtra + 33 more",10,1k-5k Employees (India)
354,AIG Business Sol...,4.5,(149 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",9,51-200 Employees (India)
355,Pierian Services,3.8,(149 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",20,501-1k Employees (India)
356,S&P Capital IQ,4.1,(149 Reviews),Private,"New York,New York + 2 more",24,10k-50k Employees (India)
357,Incred Finance,4.2,(150 Reviews),Private,"Mumbai,Maharashtra + 17 more",6,501-1k Employees (India)
358,Smc Insurance Br...,3.9,(148 Reviews),Private,"Delhi/NCR,Delhi + 30 more",32,501-1k Employees (India)
359,Shriram Fortune ...,4.0,(148 Reviews),Private,"Chennai,Tamil Nadu + 70 more",48,501-1k Employees (India)
360,Travelex,3.5,(147 Reviews),Private,London + 7 more,46,501-1k Employees (India)
361,Magma Housing Fi...,4.1,(146 Reviews),Public,"Kolkata,West Bengal + 54 more",33,5k-10k Employees (India)
362,Vishvaraj Infras...,4.2,(146 Reviews),Public,"Nagpur,Maharashtra + 24 more",23,201-500 Employees (India)
363,Emirates NBD,3.9,(146 Reviews),Public,"Dubai,Dubai + 8 more",59,201-500 Employees (India)
364,Odessa,4.1,(146 Reviews),Private,Philadelphia + 1 more,24,501-1k Employees (India)
365,Shriram Finance,3.5,(145 Reviews),Mumbai + 49 more,43,51-200 Employees (India),
366,Income Tax Depar...,4.3,(144 Reviews),Private,"Delhi/NCR,Delhi + 60 more",162,1k-5k Employees (Global)
367,Motilal Oswal,3.8,(144 Reviews),Public,Mumbai + 56 more,35,5k-10k Employees (India)
368,Paul Merchants,4.0,(143 Reviews),Public,"Chandigarh,Chandigarh + 49 more",38,1k-5k Employees (India)
369,Incrementors Web...,4.5,(143 Reviews),Private,New Delhi,18,51-200 Employees (India)
370,BMA Wealth Creat...,3.5,(143 Reviews),Private,"Kolkata,West Bengal + 30 more",17,5k-10k Employees (Global)
371,Western Union,4.3,(143 Reviews),Private,"Denver,Colorado + 14 more",171,1k-5k Employees (India)
372,Raksha TPA,3.8,(142 Reviews),Private,"Delhi/NCR,Delhi + 17 more",20,201-500 Employees (India)
373,HDFC Asset Manag...,3.6,(142 Reviews),Public,Mumbai + 64 more,23,1k-5k Employees (India)
374,Dvara KGFS,4.0,(140 Reviews),Private,"Chennai,Tamil Nadu + 25 more",14,1k-5k Employees (India)
375,Envestnet Asset ...,4.1,(139 Reviews),Public,"Chicago,Illinois + 2 more",23,1k-5k Employees (India)
376,Royal Research,2.5,(139 Reviews),Private,Kolkata + 4 more,9,501-1k Employees (India)
377,Empower Retireme...,3.8,(139 Reviews),Public,"Greenwood Village,Colorado + 2 more",131,5k-10k Employees (Global)
378,Mr Cooper,4.3,(246 Reviews),Private,"Dallas,Texas",28,501-1k Employees (India)
379,BOB Financial So...,4.0,(138 Reviews),Public,"Mumbai,Maharashtra + 41 more",28,201-500 Employees (India)
380,AVIOM,4.1,(137 Reviews),Private,"Delhi,NCT + 56 more",6,201-500 Employees (India)
381,Consero Global S...,3.3,(136 Reviews),Private,Austin + 2 more,16,501-1k Employees (India)
382,ICICI Merchant S...,3.9,(136 Reviews),Private,Mumbai + 39 more,13,501-1k Employees (India)
383,Chaitanya India ...,4.2,(136 Reviews),Private,"Bangalore,Karnataka + 59 more",13,1k-5k Employees (India)
384,Oxigen Services,3.9,(135 Reviews),Private,"Gurgaon,Haryana + 26 more",18,51-200 Employees (India)
385,Anand Rathi: Onl...,4.0,(135 Reviews),Private,"Mumbai,Maharashtra + 31 more",28,1k-5k Employees (India)
386,Shipco Transport,3.6,(134 Reviews),Private,"Hoboken,New Jersery + 1 more",34,201-500 Employees (India)
387,M & M Financial ...,4.0,(134 Reviews),Public,Mumbai + 43 more,31,10k-50k Employees (India)
388,Logicash,3.3,(133 Reviews),Private,"Navi Mumbai,Maharashtra + 28 more",12,1k-5k Employees (Global)
389,Altum Credo Home...,4.3,(132 Reviews),Private,"Pune,Maharashtra + 23 more",6,501-1k Employees (India)
390,First Data,4.1,(131 Reviews),Atlanta + 10 more,10k+ Employees (Global),,
391,Midland Microfin,3.7,(131 Reviews),"Jalandhar,Punjab + 43 more",11,1k-5k Employees (India),
392,Nabard Financial...,4.2,(131 Reviews),Public,Bengaluru + 65 more,13,1k-5k Employees (India)
393,Volkswagen It Se...,3.8,(131 Reviews),Private,"Pune,Maharashtra + 2 more",6,501-1k Employees (India)
394,ING Vysya Bank,4.6,(131 Reviews),Public,"Mumbai,Maharashtra + 41 more",20,5k-10k Employees (India)
395,Kanwar Enterpris...,3.6,(130 Reviews),Noida + 15 more,25,201-500 Employees (India),
396,Axis Sales,4.0,(130 Reviews),Pune + 53 more,16,11-50 Employees (India),
397,Jitm Skills,3.4,(130 Reviews),Private,"Delhi/NCR,Delhi + 26 more",9,51-200 Employees (India)
398,First Abu Dhabi ...,2.9,(128 Reviews),Public,"Abu Dhabi,Abu Dhabi + 5 more",5,201-500 Employees (India)
399,Indian Railway C...,3.9,(128 Reviews),Public,"Delhi/NCR,Delhi + 27 more",23,1k-5k Employees (India)
400,Hinduja Finance,4.1,(128 Reviews),Private,"Mumbai,Maharashtra + 71 more",14,201-500 Employees (India)
401,Swastika Investm...,3.6,(128 Reviews),Public,Indore + 39 more,30,501-1k Employees (India)
402,MyMoneyMantra,3.5,(127 Reviews),Private,"Delhi,NCT + 9 more",33,1k-5k Employees (India)
403,United Bank of I...,4.0,(127 Reviews),Public,"Kolkata,West Bengal + 27 more",72,501-1k Employees (India)
404,TransUnion,4.3,(127 Reviews),Private,"Chicago,Illinois + 3 more",54,1k-5k Employees (India)
405,Aditya Birla Mon...,3.7,(127 Reviews),Public,Mumbai + 31 more,66,201-500 Employees (India)
406,Teleone,3.6,(127 Reviews),Private,"Delhi/NCR,Delhi + 15 more",24,51-200 Employees (India)
407,Oriental Bank of...,4.3,(126 Reviews),Private,"Gurgaon/Gurugram,Haryana + 33 more",79,501-1k Employees (India)
408,Swiss Re,4.1,(126 Reviews),Public,Zurich + 1 more,159,1k-5k Employees (India)
409,LEAP India,3.7,(126 Reviews),Private,"Coimbatore,Tamil Nadu + 15 more",9,51-200 Employees (India)
410,Margadarsi Chit ...,3.9,(125 Reviews),Private,Hyderabad + 17 more,60,1k-5k Employees (India)
411,RenewBuy,3.5,(125 Reviews),Private,"Gurgaon,Haryana + 33 more",8,1k-5k Employees (India)
412,Indian School Fi...,4.5,(125 Reviews),Private,"Hyderabad,Telangana + 36 more",28,201-500 Employees (India)
413,TITAGARH WAGONS,3.2,(124 Reviews),Public,"Kolkata,West Bengal + 6 more",24,501-1k Employees (India)
414,StoreKing,3.3,(124 Reviews),Private,"Bangalore,Karnataka + 17 more",10,501-1k Employees (India)
415,Nobel Hygiene,3.9,(124 Reviews),Private,"Mumbai,Maharashtra + 24 more",22,51-200 Employees (India)
416,ICICI Direct,3.9,(124 Reviews),Private,Mumbai + 43 more,27,201-500 Employees (India)
417,Bank Muscat,3.7,(123 Reviews),Private,Muscat + 50 more,40,51-200 Employees (India)
418,Viteos Capital M...,3.9,(123 Reviews),Private,New York + 3 more,19,1k-5k Employees (India)
419,Muthoot Housing ...,4.0,(123 Reviews),Private,"Mumbai,Maharashtra + 50 more",12,501-1k Employees (India)
420,Mashreq Bank,3.5,(122 Reviews),Public,"Dubai,Dubai + 6 more",55,11-50 Employees (India)
421,SBI Capital Mark...,3.2,(122 Reviews),Public,"Mumbai,Maharashtra + 40 more",36,201-500 Employees (India)
422,Advantage One Ta...,4.1,(122 Reviews),Private,Sterling + 1 more,19,201-500 Employees (India)
423,HDFC Credila Fin...,4.3,(122 Reviews),Private,"Mumbai,Maharashtra + 21 more",16,501-1k Employees (India)
424,GAIN Credit,4.7,(121 Reviews),Private,"San Diego,California + 5 more",19,201-500 Employees (India)
425,MSCI,3.9,(120 Reviews),Public,"New York City,New York + 6 more",53,1k-5k Employees (India)
426,Sv Creditline,4.3,(120 Reviews),Public,Gurgaon + 34 more,12,1k-5k Employees (India)
427,Jubilant Biosys,4.2,(119 Reviews),Private,Noida + 5 more,22,1k-5k Employees (India)
428,Can Fin Homes,3.8,(119 Reviews),Public,Bangalore + 40 more,35,1k-5k Employees (India)
429,Kiran Foreign Tr...,3.4,(119 Reviews),Private,Mohali,15,501-1k Employees (India)
430,Sud Life Insuran...,3.7,(119 Reviews),Navi Mumbai + 53 more,13,1k-5k Employees (Global),
431,ICFAI Business S...,4.3,(118 Reviews),Private,Hyderabad + 30 more,27,1k-5k Employees (Global)
432,Indian Political...,3.1,(118 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",7,201-500 Employees (Global)
433,Saxo Bank,3.6,(117 Reviews),Private,"Copenhagen,Capital Region",30,501-1k Employees (India)
434,National Securit...,3.5,(117 Reviews),Private,"Mumbai,Maharashtra + 4 more",26,201-500 Employees (India)
435,Ascendum KPS,4.2,(117 Reviews),Private,"Blue Ash,Ohio + 4 more",21,1k-5k Employees (India)
436,Commonwealth Ban...,4.1,(117 Reviews),Private,Sydney + 3 more,111,1k-5k Employees (India)
437,Manba Finance,3.5,(116 Reviews),Public,"Mumbai,Maharashtra + 11 more",26,501-1k Employees (India)
438,Kapil Chit Funds,4.0,(116 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 36 more",41,10k-50k Employees (India)
439,Franklin Templet...,4.3,(116 Reviews),Private,"Mumbai,Maharashtra + 5 more",27,201-500 Employees (India)
440,Securitrans Indi...,3.9,(115 Reviews),Private,"Delhi/NCR,Delhi + 35 more",36,1 Lakh+ Employees (India)
441,Partha Dental,4.5,(114 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",15,501-1k Employees (Global)
